title,score
The Lion Woman,4.6
Verónica,8.5
What She Put on the Table,6.6
The Royal House of Windsor,4.3
Gerald's Game,5.4
Long Shot,8.4
Mak Cun,8.1
Our Souls at Night,8.8
Out of Thin Air,7.3
Paul Hollywood's Big Continental Road Trip,6.3
Real Rob,6.3
Satu Hari,5.1
Much Loved,7.6
Def Comedy Jam 25,7.2
Terrace House: Aloha State,4.9
Dark Matter,8.9
Swearnet: The Movie,6.0
The Bar,4.3
Gaga: Five Foot Two,5.8
The Bad Batch,8.8
Jerry Before Seinfeld,9.0
Barbie Dolphin Magic,6.7
First They Killed My Father,9.3
Strong Island,8.8
VeggieTales in the City,8.5
Ghost of the Mountains,8.7
Offspring,6.1
Heroin(e),8.2
Jeff Dunham: Relative Disaster,7.2
#realityhigh,8.0
Apaches,5.0
Fabrizio Copano: Solo pienso en mi,8.0
Fire Chasers,9.3
Joaquín Reyes: Una y no más,5.7
Carrie Pilby,9.4
Marc Maron: Too Real,6.1
No Tomorrow,5.1
Reign,4.6
Frequency,8.3
The Vampire Diaries,7.1
A Boy Name Flora A,5.7
A House of Blocks,7.3
Aakhri Adaalat,5.8
"Alias JJ, la celebridad del mal",6.5
Berserk: The Golden Age Arc II - The Battle for Doldrey,8.7
Berserk: The Golden Age Arc III - The Advent,7.7
Brother's Shadow,8.2
Chadi Jawani Budhe Nu,7.2
Ek Jaan Hain Hum,9.5
FINAL FANTASY XIV Dad of Light,5.3
Gurren Lagann,5.4
High Risk,4.5
Khoon Khoon,7.0
LEGO Elves: Secrets of Elvendale,7.4
Little Evil,8.0
Manoranjan,5.8
Mujrim,4.1
Narcos,7.5
Offline - Das leben ist kein bonuslevel,9.5
Resurface,5.6
Rocco,5.0
Sohni Mahiwal,5.5
The Distinguished Citizen,6.3
The Guardian Brothers,5.4
The Last Shaman,5.9
The Lost Brother,7.5
Todo Sobre El Asado,5.9
Ryan Hamilton: Happy Face,6.2
Buster's Mal Heart,4.2
Berlin Syndrome,9.0
Death Note,6.2
Lynne Koplitz: Hormonal Beast,5.8
Dinotrux,4.5
Marvel's The Defenders,7.5
Undefeated,8.8
What Happened to Monday,4.2
20 Minutes,4.8
Brad Paisley's Comedy Rodeo,4.8
Colin Quinn: Unconstitutional,7.3
Million Yen Women,9.1
The Outcasts,6.4
Chocolate City: Vegas Strip,5.9
Los Herederos,8.2
Naked,8.1
Demonic,5.4
The Saint,4.9
Baahubali 2: The Conclusion (Hindi Version),6.0
Baahubali 2: The Conclusion (Malayalam Version),8.3
Baahubali 2: The Conclusion (Tamil Version),7.8
Baahubali: The Beginning (Hindi Version),7.7
Baahubali: The Beginning (Malayalam Version),8.6
Baahubali: The Beginning (Tamil Version),5.5
LEGO Marvel Super Heroes: Avengers Reassembled!,5.9
Enter the Warriors Gate,4.2
Alan Saldaña: Mi vida de pobre,8.8
Icarus,7.2
Message from the King,5.6
Wet Hot American Summer: Ten Years Later,4.4
The Invisible Guardian,8.0
Bountiful Blessings,8.1
Close Your Eyes Before It’s Dark,7.7
Entangled,5.1
Fartsa,9.0
Handsome Devil,8.1
"Have You Ever Fallen in Love, Miss Jiang?",7.6
Jessica Darling's It List,7.6
Life Plan A and B,9.0
Locust,9.1
Love Storm,7.3
Maz Jobrani: Immigrant,6.3
Opening Night,6.0
Raising the Bar,8.5
Surviving Escobar - Alias JJ,7.5
The Blind Christ,4.4
The In-Laws,4.8
The IT Crowd,9.0
Un plus une,8.9
Vexed,9.2
World War II in Colour,6.4
Daughters of Destiny,8.3
The Incredible Jessica James,8.6
Joe Mande’s Award-Winning Comedy Special,5.7
I Called Him Morgan,4.8
Aditi Mittal: Things They Wouldn't Let Me Say,9.5
Ari Shaffir: Double Negative,4.2
Uncertain Glory,7.3
Amar,7.6
Buddy Thunderstruck: The Maybe Pile,7.7
Chasing Coral,5.4
To the Bone,8.0
D.L. Hughley: Clear,5.2
Tom Segura: Completely Normal,8.6
Dawn of the Croods,5.2
Degrassi: Next Class,7.8
Diamond Lover,8.3
King’s War,5.0
Qin Empire: Alliance,5.3
Take Me,8.3
The Legend of Bruce Lee,4.5
10 jours en or,5.0
46,6.5
A 2nd Chance,9.1
Against the Tide,7.1
Amrapali,6.1
Barbie Life in the Dreamhouse,9.4
Breakout,6.6
Hans Teeuwen: Real Rancour,6.4
Intersection,6.3
Lal Patthar,5.7
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,5.8
Liar's Dice,7.8
Mystic Whispers,4.2
Professor,7.7
Spice Up,5.1
The Invisible Guest,6.1
The Oath,4.8
The Truth Seekers,7.0
The Ultimatum,8.0
Unriddle,6.0
World at Your Feet,4.9
Yaar Gaddar,5.2
Yes We Can!,8.5
Yours Fatefully,5.5
Zipi & Zape y la Isla del Capitan,8.3
Criminal Minds,5.8
Gypsy,5.0
Little Witch Academia,8.0
Okja,6.6
Chris D'Elia: Man on Fire,4.2
I Am Michael,9.3
Nobody Speak: Trials of the Free Press,4.8
You Get Me,5.9
Dangal,6.1
Young & Hungry,6.7
Pac-Man and the Ghostly Adventures,8.3
Puss in Book: Trapped in an Epic Tale,4.0
Rory Scovel Tries Stand-Up for the First Time,9.1
Aquarius,7.6
Counterpunch,9.2
What the Health,8.5
World of Winx,9.1
Kanavu Variyam,7.3
Marco Luque: Tamo Junto,6.0
The Russian Revolution,6.4
"Oh, Hello On Broadway",7.6
28 Moons,6.3
Magic Phone,8.0
Man to Man,4.5
My Little Baby,8.6
Singles Villa,5.1
Under the Black Moonlight,9.2
My Only Love Song,4.9
Shimmer Lake,4.7
The Wishing Tree,8.5
Headshot,8.5
1898: Our Last Men in the Philippines,8.1
Crashing,9.3
Flaked,5.5
Lucid Dream,8.5
Aashik Awara,5.9
Amelia: A Tale of Two Sisters,7.0
Catfight,6.5
How to Stage a Coup,4.0
Jackie: A Tale of Two Sisters,7.2
Lens,8.1
Little Boxes,5.0
Love.com,9.1
Maya Memsaab,6.9
Michael Lost and Found,5.0
Mind Game,7.6
Miniforce,5.1
Off Camera,4.3
Oh Darling Yeh Hai India,7.8
Prince,4.6
Qila,4.6
Smoke & Mirrors,8.1
The Day Will Come,4.3
The Dream Job,8.5
The Mitfords: A Tale of Two Sisters,8.4
Without Gorky,4.8
Sarah Silverman A Speck of Dust,6.9
Rangoon,4.5
Bloodline,7.5
Joshua: Teenager vs. Superpower,4.3
Raees,9.2
War Machine,5.1
Arès,7.8
Hasan Minhaj: Homecoming King,4.7
BLAME!,5.2
Highland: Thailand's Marijuana Awakening,6.5
Laerte-se,7.2
The Keepers,9.5
Tracy Morgan: Staying Alive,4.1
Chamatkar,4.0
Kabhi Haan Kabhi Naa,5.9
Lovesong,6.0
Natascha Kampusch: The Whole Story,8.9
Ram Jaane,9.0
The Devil's Mistress,8.8
Wild Oats,4.8
All Hail King Julien: Exiled,6.3
Get Me Roger Stone,8.1
Mindhorn,5.7
Sahara,7.6
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",5.3
Handsome: A Netflix Mystery Movie,5.8
Kazoops!,8.7
Simplemente Manu NNa,5.4
The Mars Generation,9.3
Maria Bamford: Old Baby,5.7
A Yellow Bird,4.1
Chaahat,5.4
English Babu Desi Mem,4.9
He Even Has Your Eyes,6.8
In the Shadow of Iris,4.6
JFK: The Making of a President,7.4
Kiss & Cry,8.8
Loev,6.0
Mostly Sunny,4.9
The Next Skin,6.2
Casting JonBenet,8.3
Jumping Girl,7.3
President,4.6
Rodney King,7.0
Small Crimes,6.6
What in the World Happened?,5.8
Mar de Plástico,4.6
Dear Zindagi,9.4
Shepherds and Butchers,5.0
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,5.1
Vir Das: Abroad Understanding,4.8
Fangbone,7.1
Girlboss,6.4
Hot Girls Wanted: Turned On,5.4
Sand Castle,6.4
The Mr. Peabody and Sherman Show,7.7
Tramps,5.5
Lucas Brothers: On Drugs,9.0
Bibi & Tina,5.7
Bibi & Tina II,5.1
Bibi & Tina: Girls Versus Boys,9.3
Slam,8.5
The Wedding Party,5.9
Arctic Heart,8.6
Our Lovers,6.9
Sandy Wexler,5.9
Macho,8.6
Kevin Hart: What Now?,8.1
Frat Star,5.6
The Miracle,7.3
The Get Down,6.0
The Lighthouse of the Orcas,4.0
Win It All,9.3
Louis C.K. 2017,7.0
Burned Cocoon,7.3
Couples Counseling,7.3
Deuces,7.0
Elaan,5.6
Five Nights in Maine,9.3
Killa,7.4
Life 2.0,7.7
Salaakhen,6.5
Skins,5.6
The Tenth Man,4.4
Toro,5.9
Bridget Christie: Stand Up for Her,5.0
Five Came Back,7.6
Hoff the Record,8.8
The Discovery,5.7
Jo Koy: Live from Seattle,5.8
Bottersnikes & Gumbles,7.7
Felipe Neto: My Life Makes No Sense,4.8
The C Word,9.1
The Most Hated Woman in America,6.0
Dave Chappelle,4.6
One-Punch Man,5.0
Best Worst Thing That Ever Could Have Happened,9.1
Deidra & Laney Rob a Train,5.4
Julie's Greenroom,7.6
Outback Truckers,4.9
Pandora,5.1
Samurai Gourmet,8.8
Howards End,4.8
Asoka,4.1
"Bon Cop, Bad Cop",6.8
Notes on Blindness,8.7
One 2 Ka 4,5.8
Cheer Squad,4.7
Jim Norton: Mouthful of Shame,9.4
100 Meters,7.7
Buddy Thunderstruck,8.7
Burning Sands,8.1
One More Time,7.8
The Butterfly's Dream,6.1
Amy Schumer: The Leather Special,5.8
Love Is in the Air,7.9
Nila,7.9
Tong: Memories,9.2
Mike Birbiglia: Thank God for Jokes,7.1
Force 2,5.6
Jonas,6.7
Operações Especiais,7.4
I Don't Feel at Home in This World Anymore,6.3
Legend Quest,8.4
The Sound of Your Heart,7.2
Love Me As I Am,4.1
Trevor Noah: Afraid of the Dark,7.1
Boy Missing,7.5
Growing Up Wild,9.0
Tini: The New Life of Violetta,6.3
Love for Ten: Generation of Youth,7.2
Rocky Handsome,6.6
A Heavy Heart,6.9
Nightmare High,4.4
Rush: Beyond the Lighted Stage,8.9
Spark,9.0
The Fury of a Patient Man,7.0
The Memory of Water,7.1
Girlfriend's Day,4.3
Katherine Ryan: In Trouble,7.3
White Nights,6.4
Cyborg 009: Call of Justice,7.9
David Brent: Life on the Road,4.3
Grillo vs Grillo,7.9
Hitler - A Career,5.6
"Michael Bolton's Big, Sexy Valentine's Day Special",7.6
Daniel Sosa: Sosafado,7.4
Imperial Dreams,5.2
Dilwale,6.4
Happy New Year,8.6
Haraamkhor,7.3
Heroes Wanted,4.4
The Reconquest,6.4
Zapped,5.7
Bill Burr: Walk Your Way Out,7.5
Semana Santa,7.4
Journey to Greenland,4.1
IBOY,7.3
O Silêncio do Céu,8.0
Cristela Alonzo: Lower Classy,8.2
Gad Gone Wild,4.3
Pink,5.7
Take the 10,6.3
Neal Brennan: 3 Mics,5.0
Berlin Calling,6.3
Sarajevo,4.4
Stereo,4.6
We Are Young. We Are Strong.,7.7
Casablancas: The Man Who Loved Women,5.4
Clinical,7.9
Very Big Shot,4.3
Jim Gaffigan: Cinco,7.1
We're Lalaloopsy,6.2
Under the Shadow,8.4
Coin Heist,8.3
LEGO: Marvel Super Heroes: Maximum Overload,6.1
Rampage: President Down,7.4
Marvel's Hulk: Where Monsters Dwell,5.3
Jen Kirkman: Just Keep Livin’?,7.2
Autohead,4.4
Bee Movie,6.4
Headwinds,5.0
Star Trek: Deep Space Nine,8.9
Udta Punjab,6.4
Mr. Pig,7.2
My Runway,6.0
AJIN: Demi-Human,5.6
Chasing Cameron,5.1
7:19,9.0
Garfunkel and Oates: Trying to be Special,8.4
Sense8,4.7
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,8.1
Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,6.3
Barry,4.1
Crazyhead,6.9
Sister Cities,4.7
3 Türken & ein Baby,5.2
Color of Woman,7.8
Eddie - Strongman,5.4
Goodbye My Wife,8.9
Happy And,7.6
Heaven's Garden,8.6
Ice Fantasy,7.4
Immortal Classic,8.8
InuYasha,6.0
K-POP Extreme Survival,7.0
Merlin,6.8
Miss Panda & Mr. Hedgehog,9.0
Sand Storm,4.9
Tokyo Trial,7.2
Ricardo O'Farrill: Abrazo navideño,8.1
Asperger's Are Us,6.0
Captive,8.8
Mariah Carey's Merriest Christmas,6.1
Spectral,5.0
White Rabbit Project,7.2
Miss in Kiss,6.3
Other People,4.1
The Cuba Libre Story,4.4
Blue Jay,5.1
One in a Billion,8.2
Reggie Watts: Spatial,8.9
From Dusk Till Dawn,7.0
Mercenary,4.6
Lost & Found Music Studios,6.9
For the Love of Spock,8.7
White Girl,8.1
#Rucker50,5.6
1000 Rupee Note,4.7
Across Grace Alley,9.0
Asu Mare 2,8.7
Back to 1989,4.3
Bromance,8.5
Interrogation,4.5
Rainbow Time,4.3
Refresh Man,8.2
Richard Pryor: Live in Concert,6.9
The Violin Player,6.3
Beauties of the Night,9.0
Gilmore Girls: A Year in the Life,8.6
Michael Che Matters,4.3
Mercy,7.4
The Land of Cards,8.2
Carlos Ballarta: El amor es de putos,7.0
Donald Glover: Weirdo,9.4
Colin Quinn: The New York Story,7.8
Divines,4.6
La Niña,5.1
Paranoid,8.5
Dieter Nuhr: Nuhr in Berlin,9.5
Mumbai Cha Raja,4.5
True Memoirs of an International Assassin,4.6
Einsatzgruppen: The Nazi Death Squads,8.2
Kathleen Madigan: Bothering Jesus,4.4
Case,4.4
Danger Mouse,8.9
"Dana Carvey: Straight White Male, 60",8.4
The Ivory Game,8.8
A Grand Night In: The Story of Aardman,7.6
Inborn Pair,5.8
Just You,9.0
Love Around,5.6
Love Family,5.5
Love Me or Leave Me,8.9
Love Now,7.7
Norman Lear: Just Another Version of You,8.9
Santa Pac's Merry Berry Day,4.9
Spanish Affair 2,9.2
Pup Star,7.4
I Am the Pretty Thing That Lives in the House,7.7
Into the Inferno,9.0
The African Doctor,6.1
They Are Everywhere,8.0
Trailer Park Boys: Out of the Park: Europe,7.5
West Coast,8.3
7 años,8.9
Containment,7.7
Joe Rogan: Triggered,4.4
A Mighty Team,5.0
Berserk: The Golden Age Arc I - The Egg of the King,9.2
Bleach The Movie: Fade to Black,9.3
Bleach the Movie: Hell Verse,9.3
Blind Date,4.2
DEATH NOTE,6.1
Spotless,8.2
Vampire Knight,8.1
Sky Ladder: The Art of Cai Guo-Qiang,4.5
Mascots,7.4
Justin Timberlake + the Tennessee Kids,4.8
13TH,6.7
Russell Peters: Almost Famous,5.3
StoryBots Super Songs,4.3
The Siege of Jadotville,4.4
LEGO Jurassic World: The Indominus Escape,9.0
Be with Me,8.1
Be with You,9.1
Bombshell,6.6
Chatô: The King of Brazil,6.3
Fall in Love with Me,6.0
Harud,7.4
Love Cheque Charge,5.9
Masha's Spooky Stories,8.1
Much Ado About Nothing,8.4
Murphy's Law of Love,8.8
My Big Night,5.3
My Little Pony Equestria Girls: Legend of Everfree,6.9
Old Money,5.2
Pac's Scary Halloween,4.2
Riphagen - The Untouchable,7.9
Someone Like You,7.0
Umrika,8.0
Unchained: The Untold Story of Freestyle Motocross,4.5
Welcome Mr. President,9.5
When I See You Again,9.5
Amanda Knox,6.6
Audrie & Daisy,8.8
Iliza Shlesinger: Confirmed Kills,5.3
VeggieTales in the House,8.1
"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",8.8
"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",8.5
"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",8.5
"Rafał Banaś, Michał Leja Laugh out Loud",6.5
The Best of Rafał Rutkowski Olka Szczęśniak,8.5
"Tomasz Jachimek, Jacek Stramik Laugh at Live",7.8
ARQ,4.7
Cedric the Entertainer: Live from the Ville,4.6
Louis C.K.: Hilarious,8.2
The White Helmets,7.4
Sample This,6.9
Extremis,9.0
Jandino: Whatever it Takes,7.6
Chef's Table: France,6.2
Kulipari: An Army of Frogs,6.3
Conspiracy,7.3
Dead Set,8.2
Forensic Files,7.1
Saudi Arabia Uncovered,6.8
The Fierce Wife,8.0
Witches: A Century of Murder,7.9
Glitter Force,8.6
Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,4.3
XOXO,8.2
I'll Sleep When I'm Dead,6.8
Behind Enemy Lines,4.4
Caught on Camera,7.7
Louis C.K.: Live at the Comedy Store,7.9
Real Crime: Supermarket Heist (Tesco Bomber),6.9
Jim Gaffigan: Beyond the Pale,8.4
Jim Gaffigan: King Baby,5.7
Jim Gaffigan: Mr. Universe,5.1
Jim Gaffigan: Obsessed,5.9
David Cross: Making America Great Again!,6.3
Lavell Crawford: Can a Brother Get Some Love?,7.8
Children of God,8.7
Cocaine,8.0
Edge of the Universe,5.0
Interview with a Serial Killer,6.0
La Esclava Blanca,4.9
Real Crime: Diamond Geezers,7.8
LEGO Bionicle: The Journey to One,5.4
Tallulah,6.9
Popples,8.4
Rebirth,7.7
Tony Robbins: I Am Not Your Guru,5.6
Gridlocked,5.8
Brahman Naman,7.6
Kuromukuro,7.0
Jim Jefferies: Freedumb,4.5
Marco Polo,8.8
X: Past Is Present,6.8
Justin Time GO!,6.6
Sofía Niño de Rivera: Exposed,5.1
The Fundamentals of Caring,6.1
Ip Man 3,5.8
Bo Burnham: Make Happy,5.5
Hibana: Spark,7.1
72 Cutest Animals,6.5
72 Dangerous Places to Live,8.9
The Do-Over,9.2
Ali Wong: Baby Cobra,5.2
Special Correspondents,4.6
Team Foxcatcher,8.3
Patton Oswalt: Talking for Clapping,9.5
Belgica,8.7
Hush,4.1
Cyborg 009 VS Devilman,5.4
Frank and Cindy,4.2
Justin Time,8.5
Terrace House: Boys & Girls in the City,7.2
Kung Fu Panda: Secrets of the Scroll,6.8
He Never Died,7.0
Jimmy Carr: Funny Business,5.4
My Beautiful Broken Brain,7.3
Pee-wee's Big Holiday,4.2
Netflix Presents: The Characters,7.6
Your lie in April,8.0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",7.7
Marvel Super Hero Adventures: Frost Fight!,5.8
Cooked,8.5
Care Bears & Cousins,7.9
Hannibal Buress: Comedy Camisado,4.7
Turbo FAST,5.1
Masha's Tales,7.5
Chelsea Does,5.6
Ricardo O'Farrill Abrazo Genial,4.7
Ip Man,4.9
Ip Man 2,4.9
Tom Segura: Mostly Stories,6.6
Marco Polo: One Hundred Eyes,7.3
Sammy & Co,5.0
Mike Epps: Don't Take It Personal,7.9
The Ridiculous 6,5.5
"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",5.7
A Very Murray Christmas,5.2
Atelier,8.3
Naomi and Ely's No Kiss List,9.3
John Mulaney: The Comeback Kid,6.7
W/ Bob & David,4.2
Manson Family Vacation,5.4
Walt Disney Animation Studios Short Films Collection,4.9
Hemlock Grove,8.6
Results,4.5
Anthony Jeselnik: Thoughts and Prayers,9.3
Beasts of No Nation,7.2
Circle,6.8
Winter on Fire: Ukraine's Fight for Freedom,8.7
Anjelah Johnson: Not Fancy,4.2
Wakfu: The Quest for the Six Eliatrope Dofus,8.3
Keith Richards: Under the Influence,4.6
Cowspiracy: The Sustainability Secret,8.6
6 Years,6.9
Demetri Martin: Live (At the Time),4.3
Wet Hot American Summer,8.6
Tig,4.2
H2O: Mermaid Adventures,4.8
Creep,8.4
Chris Tucker Live,6.6
Ralphie May: Imperfectly Yours,8.8
"What Happened, Miss Simone?",7.5
Advantageous,7.4
Danger Mouse: Classic Collection,5.6
The Perfect Dictatorship,4.7
Hot Girls Wanted,9.3
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),4.6
The Other One: The Long Strange Trip of Bob Weir,6.9
Chris D'Elia: Incorrigible,5.5
Oscar's Oasis,5.5
Aziz Ansari Live at Madison Square Garden,7.3
My Own Man,8.4
Ralphie May: Unruly,8.3
Virunga: Gorillas in Peril,8.8
Iliza Shlesinger: Freezing Hot,5.6
BoJack Horseman Christmas Special: Sabrina's Christmas Wish,6.6
Bill Burr: I'm Sorry You Feel That Way,4.1
Lilyhammer,8.1
Goosebumps,5.7
Chelsea Peretti: One of the Greats,7.1
Virunga,4.9
E-Team,8.5
Wyatt Cenac: Brooklyn,8.5
Chelsea Handler: Uganda Be Kidding Me Live,8.8
Print the Legend,4.3
Mission Blue,9.5
The Battered Bastards of Baseball,5.4
From One Second to the Next,5.7
The Borgias,5.4
Mitt,5.5
The Square,7.0
Shrek the Musical,5.3
The Short Game,6.2
Aziz Ansari: Buried Alive,7.6
The 4400,8.6
Breaking Bad,7.8
Being Elmo: A Puppeteer's Journey,7.3
A Stoning in Fulham County,4.8
Adam: His Song Continues,8.5
Hard Lessons,4.2
In Defense of a Married Man,5.5
Quiet Victory: The Charlie Wedemeyer Story,4.3
Strange Voices,7.7
The Ryan White Story,6.0
Too Young the Hero,7.6
Triumph of the Heart,5.9
Unspeakable Acts,6.5
Victim of Beauty,6.5
Joseph: King of Dreams,4.3
Even the Rain,6.4
Splatter,7.5
Just Another Love Story,7.0
To and From New York,4.4
9,7.7
21,5.7
187,4.1
706,4.9
1920,6.7
Oct-01,5.7
Feb-09,7.8
22-Jul,5.3
15-Aug,8.3
'89,5.6
​Goli Soda 2,7.4
​Maj Rati ​​Keteki,8.4
​Mayurakshi,6.1
(T)ERROR,4.3
#cats_the_mewvie,6.9
#Roxy,9.5
แผนร้ายนายเจ้าเล่ห์,9.3
Ég man þig,5.2
Çok Filim Hareketler Bunlar,8.2
Æon Flux,5.9
Şubat,4.9
1 Chance 2 Dance,7.7
1 Mile to You,6.8
"10,000 B.C.",7.0
100 Days Of Solitude,8.6
100 Years: One Woman's Fight for Justice,5.9
100% Hotter,7.7
12 ROUND GUN,6.0
12 Years Promise,4.2
13 Cameras,6.1
13 Sins,9.2
13TH: A Conversation with Oprah Winfrey & Ava DuVernay,6.7
14 Blades,4.6
14 Cameras,7.8
16 Blocks,9.3
17 Again,9.0
1BR,7.1
1st Summoning,6.1
20 Feet From Stardom,7.2
2015 Dream Concert,8.5
2036 Origin Unknown,8.7
20th Century Women,8.5
21 & Over,6.5
21 Sarfarosh: Saragarhi 1897,4.7
2307: Winter's Dream,7.1
24 Hours to Live,4.9
"27, el club de los malditos",4.3
27: Gone Too Soon,6.7
28 Days,7.6
3 Deewarein,8.7
3 Generations,8.3
3 Heroines,8.7
3 Seconds Divorce,8.2
30 Days of Luxury,7.9
30 Minutes or Less,4.1
300 Miles to Heaven,7.4
42 Grams,4.7
4th Man Out,4.3
5 Cowok Jagoan,4.9
5 to 7,8.5
50 First Dates,8.1
50/50,9.2
5CM,9.4
6 Days,8.9
6-5=2,4.7
68 Kill,8.8
7 (Seven),8.6
7 Din Mohabbat In,8.8
9 Months That Made You,4.8
A Bad Moms Christmas,4.6
A Billion Colour Story,9.1
A Boy Called Po,5.0
A Bridge Too Far,6.0
A Clockwork Orange,6.5
A Dangerous Woman,4.7
A Family Affair,4.1
A Family Man,9.5
A Flying Jatt,8.8
A Glimpse Inside the Mind of Charles Swan III,9.0
A Good Wife,5.6
A Gray State,5.2
A Haunted House,6.3
A Haunting at Silver Falls: The Return,6.5
A Holiday Engagement,4.0
A Kind of Murder,8.3
A Leaf of Faith,9.5
A Man Called God,6.9
A Mission in an Old Movie,6.1
A Most Violent Year,6.2
A Murder in the Park,4.5
A new Capitalism,5.5
A Night at the Roxbury,6.8
A Noble Intention,6.4
A Patch of Fog,7.0
A Perfect Man,8.7
A Princess for Christmas,5.2
A Russell Peters Christmas,4.2
A Scandall,4.2
A Separation,4.7
A Serious Man,7.1
A Sort of Homecoming,8.4
A Tale of Love and Darkness,8.9
A Thin Line Between Love & Hate,7.5
A Thousand Words,6.2
A Walk to Remember,4.8
A Wednesday,6.2
A Week in Watts,5.8
A Wrinkle in Time,8.8
A Young Doctor's Notebook and Other Stories,6.7
A.D. Kingdom and Empire,5.2
A.M.I.,5.6
A.X.L.,4.8
Aşk Tesadüfleri Sever,9.1
Aadu 2,4.3
Aajcha Divas Majha,4.1
Aarakshan,5.0
Aashayein,8.5
Aata Pita,6.9
Abby Sen,7.4
Abdo Mota,6.0
Abhinetri,4.4
Abnormal Summit,8.7
Abominable Christmas,5.1
About a Boy,4.2
Abzurdah,7.1
Acapulco La vida va,4.5
Across The Line,4.5
Across the Universe,8.4
Act of Valor,6.7
Act of Vengeance,5.3
Acts of Violence,5.9
Adam Ruins Everything,8.0
Addicted to Life,4.4
Adore,4.6
Adrishya,7.4
Adventures in Public School,7.3
Africa,9.3
After Porn Ends,6.1
After Porn Ends 3,4.4
Afterschool,7.0
Aftershock,7.5
Agatha and the Truth of Murder,4.8
Age Gap Love,7.0
Age of Glory,5.1
Agent Raghav,8.6
Ahista Ahista,8.6
Ai Weiwei: Never Sorry,6.4
Ainsley Eats the Streets,9.3
Aisa Yeh Jahaan,9.4
Aitraaz,4.7
Alarmoty in the Land of Fire,6.0
Albion: The Enchanted Stallion,7.3
Alejandro Sanz: What I Was Is What I Am,4.5
Alice Doesn't Live Here Anymore,6.1
Alien Contact: Outer Space,5.4
Aliens Ate My Homework,9.2
Alive and Kicking,6.3
All About Nina,8.2
All Dogs Go to Heaven,6.1
All Good Ones Get Away,4.7
All Hallows' Eve,8.7
All Light Will End,4.0
All the Boys Love Mandy Lane,4.3
All the Devil's Men,6.0
Alone in Berlin,7.8
Along Came a Spider,5.9
Alpha and Omega 2: A Howl-iday Adventure,4.4
Alpha and Omega: The Legend of the Saw Tooth Cave,5.7
Alphablocks,5.3
AlphaGo,4.0
Always a Bridesmaid,6.9
Amar Akbar & Tony,4.6
Amar Akbar Anthony,5.6
Amar's Hands,7.5
America's Book of Secrets,8.0
American Anarchist,5.4
American Assassin,5.8
American Beauty,5.4
American Circumcision,9.3
American Crime,5.0
American Experience: Ruby Ridge,5.0
American Experience: The Circus,6.4
American Experience: The Island Murder,5.0
American Hangman,4.9
American Heist,4.5
American History X,7.5
American Honey,7.4
American Masters: Ted Williams,7.6
American Odyssey,8.3
American Psycho,5.8
American Warfighter,9.1
Amy,8.0
An American in Madras,8.4
An American Tail,8.0
An American Tail: Fievel Goes West,6.0
An American Tail: The Mystery of the Night Monster,5.6
An American Tail: The Treasures of Manhattan Island,6.3
An Hour and a Half,4.5
An Innocent Mistake,6.5
An Interview with God,4.2
An Upper Egyptian,4.0
Anarkali of Aarah,9.1
Anchor and Hope,7.8
Ancient Aliens,7.1
Anesthesia,5.9
Angel Eyes,7.1
Anger Management,8.9
Angry Indian Goddesses,7.6
Anjaan: Rural Myths,7.3
Anjaan: Special Crimes Unit,6.5
Ankur Arora Murder Case,5.9
Annabelle Hooper and the Ghosts of Nantucket,7.8
Another Forever,9.4
Ant-Man and the Wasp,6.3
Antar: Son of Shadad,6.2
Antariksha Ke Rakhwale,6.4
Anthony Bourdain: Parts Unknown,6.3
Antidote,9.4
Anwar,7.9
忍者ハットリくん,6.0
Apache Warrior,6.0
APEX: The Story of the Hypercar,6.4
Apollo 18,4.2
April and the Extraordinary World,6.9
"Aram, Aram",8.5
Are We Done Yet?,7.6
Arisan 2,5.1
